,school_name,level_of_schooling,school_gender,suburb,latitude,longitude
1452,Sackville Street Public School,Primary School,Coed,Ingleburn,-34.0111,150.8636
1453,Woodland Road Public School,Primary School,Coed,St Helens Park,-34.0971,150.8151
1454,Noumea Public School,Primary School,Coed,Shalvey ,-33.7326,150.8099
1455,Hampden Park Public School,Primary School,Coed,Lakemba,-33.915,151.074
1456,Dulwich Hill Public School,Primary School,Coed,Dulwich Hill ,-33.9062,151.1403
1457,Minnamurra Public School,Primary School,Coed,Minnamurra,-34.6249,150.8528
1458,Newbridge Heights Public School,Primary School,Coed,Moorebank ,-33.9261,150.9521
1459,Nareena Hills Public School,Primary School,Coed,Figtree ,-34.4258,150.8479
1460,Barrack Heights Public School,Primary School,Coed,Barrack Heights,-34.5591,150.846
1461,Petersham Public School,Primary School,Coed,Petersham ,-33.8956,151.1502
1462,Tyalla Public School,Primary School,Coed,Coffs Harbour ,-30.2839,153.1124
1463,Crawford Public School,Primary School,Coed,Doonside ,-33.7548,150.8688
1464,Ambarvale Public School,Primary School,Coed,Ambarvale ,-34.0864,150.7982
1465,Toormina Public School,Primary School,Coed,Toormina ,-30.3535,153.0833
1466,Bonnet Bay Public School,Primary School,Coed,Bonnet Bay,-34.0126,151.0563
1467,Valley View Public School,Primary School,Coed,Wyoming ,-33.4002,151.3619
1468,Sarah Redfern Public School,Primary School,Coed,Minto,-34.0276,150.8509
1469,Claymore Public School,Primary School,Coed,Claymore ,-34.0431,150.8095
1470,King Street Public School,Primary School,Coed,Singleton ,-32.5695,151.1753
1471,Kambora Public School,Primary School,Coed,Davidson ,-33.7401,151.1945
1472,Eastlakes Public School,Primary School,Coed,Eastlakes ,-33.9281,151.2138
1473,Gorokan Public School,Primary School,Coed,Gorokan ,-33.2525,151.5102
1474,The Grange Public School,Primary School,Coed,Minto,-34.0221,150.8574
1475,Bateau Bay Public School,Primary School,Coed,Bateau Bay,-33.3918,151.4762
1476,Metford Public School,Primary School,Coed,Metford,-32.7651,151.6127
1477,Wamberal Public School,Primary School,Coed,Wamberal ,-33.4122,151.4483
1478,Springdale Heights Public School,Primary School,Coed,Lavington ,-36.0319,146.9497
1479,Hastings Public School,Primary School,Coed,Port Macquarie,-31.4531,152.9182
1480,Braddock Public School,Primary School,Coed,Cranebrook ,-33.7225,150.7084
1481,Matthew Pearce Public School,Primary School,Coed,Baulkham Hills ,-33.7582,150.9635
1482,Clairgate Public School,Primary School,Coed,St Clair ,-33.7963,150.7992
1483,Kings Langley Public School,Primary School,Coed,Kings Langley ,-33.7451,150.9244
1484,Glenwood Public School,Primary School,Coed,Glenfield ,-33.9745,150.903
1485,St Clair Public School,Primary School,Coed,St Clair,-33.7963,150.7869
1486,Tuncurry Public School,Primary School,Coed,Tuncurry,-32.1716,152.4951
1487,Orama Public School,Primary School,Coed,Thora ,-30.4325,152.6918
1488,Blairmount Public School,Primary School,Coed,Blairmount ,-34.048,150.8024
1489,Bangor Public School,Primary School,Coed,Bangor,-34.0195,151.0291
1490,Rosemeadow Public School,Primary School,Coed,Rosemeadow ,-34.1046,150.7945
1491,Bowen Public School,Primary School,Coed,Orange ,-33.2808,149.1179
1492,Thomas Acres Public School,Primary School,Coed,Ambarvale ,-34.0936,150.7892
1493,Werrington County Public School,Primary School,Coed,Werrington ,-33.7451,150.7476
1494,Chittaway Bay Public School,Primary School,Coed,Chittaway Bay ,-33.326,151.432
1495,Wilkins Public School,Primary School,Coed,Marrickville ,-33.902,151.1551
1496,Jamisontown Public School,Primary School,Coed,South Penrith,-33.7731,150.6831
1497,Bonnyrigg Public School,Primary School,Coed,Bonnyrigg ,-33.8877,150.889
1498,Katoomba Public School,Primary School,Coed,Katoomba ,-33.7186,150.3137
1499,Tanilba Bay Public School,Primary School,Coed,Tanilba Bay ,-32.7301,152.0058
1500,Copacabana Public School,Primary School,Coed,Copacabana ,-33.485,151.4368
1501,Orana Heights Public School,Primary School,Coed,Dubbo ,-32.2525,148.6271
1502,Plunkett Street Public School,Primary School,Coed,Woolloomooloo ,-33.8709,151.2202
1503,Manning Gardens Public School,Primary School,Coed,Taree ,-31.8923,152.4599
1504,Wiley Park Public School,Primary School,Coed,Wiley Park ,-33.9248,151.0688
1505,Prairievale Public School,Primary School,Coed,Bossley Park ,-33.8665,150.8909
1506,Cudgegong Valley Public School,Primary School,Coed,Mudgee ,-32.6065,149.5838
1507,Wytaliba Public School,Primary School,Coed,Glen Innes ,-29.6916,152.1104
1508,Sandy Beach Public School,Primary School,Coed,Sandy Beach ,-30.1536,153.1865
1509,Eschol Park Public School,Primary School,Coed,Eschol Park ,-34.0283,150.8108
1510,Blackwell Public School,Primary School,Coed,St Clair ,-33.8063,150.7831
1511,Samuel Terry Public School,Primary School,Coed,Cranebrook,-33.7133,150.7087
1512,Rutherford Public School,Primary School,Coed,Rutherford,-32.7109,151.5284
1513,Sunshine Bay Public School,Primary School,Coed,Batehaven ,-35.7407,150.21
1514,William Stimson Public School,Primary School,Coed,Wetherill Park ,-33.8546,150.9058
1515,Wirreanda Public School,Primary School,Coed,Medowie,-32.7439,151.8752
1516,Clare Public School,Primary School,Coed,Clare,-33.398,143.942
1517,Brooke Avenue Public School,Primary School,Coed,Killarney Vale,-33.3761,151.4661
1518,Governor Philip King Public School,Primary School,Coed,Edensor Park ,-33.8738,150.8791
1519,Ellison Public School,Primary School,Coed,Springwood ,-33.6903,150.5853
1520,Robert Townson Public School,Primary School,Coed,Raby ,-34.0162,150.8189
1521,Banks Public School,Primary School,Coed,St Clair,-33.7937,150.7731
1522,John Purchase Public School,Primary School,Coed,Cherrybrook ,-33.7188,151.0389
1523,Tharawal Public School,Primary School,Coed,Menai ,-34.0033,151.0259
1524,Samuel Gilbert Public School,Primary School,Coed,Castle Hill ,-33.7131,150.992
1525,Wingham Brush Public School,Primary School,Coed,Wingham,-31.8702,152.377
1526,William Dean Public School,Primary School,Coed,Dean Park ,-33.7343,150.8587
1527,Minchinbury Public School,Primary School,Coed,Minchinbury ,-33.7886,150.8324
1528,Teven-Tintenbar Public School,Primary School,Coed,Tintenbar ,-28.7948,153.5007
1529,James Erskine Public School,Primary School,Coed,Erskine Park ,-33.8052,150.8039
1530,Kariong Public School,Primary School,Coed,Kariong ,-33.441,151.2896
1531,Frank Partridge VC Public School,Primary School,Coed,Nambucca Heads ,-30.6418,152.9863
1532,Edensor Park Public School,Primary School,Coed,Edensor Park ,-33.8821,150.8761
1533,Bligh Park Public School,Primary School,Coed,Bligh Park,-33.6391,150.7946
1534,Sydney Distance Education Primary School,Primary School,Coed,Surry Hills,-33.8863,151.2127
1535,Dubbo School of Distance Education,Central/Community School,Coed,Dubbo,-32.2429,148.639
1536,Northlakes Public School,Primary School,Coed,San Remo,-33.2145,151.5148
1537,Shoal Bay Public School,Primary School,Coed,Shoal Bay ,-32.7291,152.1739
1538,Hambledon Public School,Primary School,Coed,Quakers Hill,-33.7164,150.8872
1539,Glenmore Park Public School,Primary School,Coed,Glenmore Park ,-33.7834,150.6811
1540,Vincentia Public School,Primary School,Coed,Vincentia ,-35.0734,150.6696
1541,Kearns Public School,Primary School,Coed,Kearns ,-34.0215,150.8044
1542,Bonnyrigg Heights Public School,Primary School,Coed,Bonnyrigg Heights ,-33.8894,150.8677
1543,Mount Annan Public School,Primary School,Coed,Mount Annan ,-34.0617,150.7605
1544,Hassall Grove Public School,Primary School,Coed,Hassall Grove ,-33.7355,150.8385
1545,Barnier Public School,Primary School,Coed,Quakers Hill ,-33.7205,150.9018
1546,Maryland Public School,Primary School,Coed,Maryland,-32.8814,151.6588
1547,Aldavilla Public School,Primary School,Coed,Yarravel,-31.0558,152.787
1548,William Bayldon Public School,Primary School,Coed,Sawtell ,-30.3637,153.0804
1549,St Helens Park Public School,Primary School,Coed,St Helens Park ,-34.1102,150.804
1550,Oakhill Drive Public School,Primary School,Coed,Castle Hill ,-33.7216,151.023
1551,Alfords Point Public School,Primary School,Coed,Alfords Point ,-33.9924,151.024
1552,Mullaway Public School,Primary School,Coed,Mullaway ,-30.078,153.1902
1553,Centaur Public School,Primary School,Coed,Banora Point ,-28.2157,153.5268
1554,Glendenning Public School,Primary School,Coed,Glendenning,-33.7422,150.8526
1555,Grahamstown Public School,Primary School,Coed,Raymond Terrace ,-32.7591,151.7745
1556,Mount Terry Public School,Primary School,Coed,Albion Park,-34.5916,150.7799
1557,Hallidays Point Public School,Primary School,Coed,Diamond Beach,-32.0414,152.5376
1558,Broulee Public School,Primary School,Coed,Broulee ,-35.8456,150.1719
1559,Hinchinbrook Public School,Primary School,Coed,Hinchinbrook ,-33.913,150.8589
1560,Ballina High School,Secondary School,Coed,Ballina,-28.8666,153.5651
1561,Windsor Park Public School,Primary School,Coed,South Windsor,-33.6406,150.8135
1562,Caddies Creek Public School,Primary School,Coed,Glenwood ,-33.7363,150.9262
1563,Buninyong Public School,Primary School,Coed,Dubbo ,-32.2432,148.6394
1564,Tacking Point Public School,Primary School,Coed,Port Macquarie ,-31.4721,152.9264
1565,North Nowra Public School,Primary School,Coed,North Nowra,-34.8556,150.5772
1566,Henry Fulton Public School,Primary School,Coed,Cranebrook,-33.7047,150.7097
1567,Glendore Public School,Primary School,Coed,Maryland ,-32.8736,151.6497
1568,Narellan Vale Public School,Primary School,Coed,Narellan Vale ,-34.0561,150.7447
1569,Claremont Meadows Public School,Primary School,Coed,Claremont Meadows,-33.7742,150.747
1570,Blue Haven Public School,Primary School,Coed,Blue Haven ,-33.2125,151.5028
1571,Greenway Park Public School,Primary School,Coed,Carnes Hill ,-33.938,150.8376
1572,Currans Hill Public School,Primary School,Coed,Currans Hill ,-34.0479,150.7692
1573,Callala Public School,Primary School,Coed,Callala Bay ,-34.996,150.7144
1574,Newington Public School,Primary School,Coed,Newington ,-33.8412,151.0552
1575,Harrington Park Public School,Primary School,Coed,Harrington Park,-34.0271,150.7385
1576,Beaumont Hills Public School,Primary School,Coed,Beaumont Hills ,-33.6978,150.9457
1577,Surveyors Creek Public School,Primary School,Coed,Glenmore Park,-33.7873,150.6892
1578,Bogangar Public School,Primary School,Coed,Bogangar ,-28.3382,153.5722
1579,Jerrabomberra Public School,Primary School,Coed,Jerrabomberra ,-35.3861,149.1985
1580,Dalmeny Public School,Primary School,Coed,Prestons ,-33.9473,150.8714
1581,Cecil Hills Public School,Primary School,Coed,Cecil Hills ,-33.8886,150.8517
1582,Woongarrah Public School,Primary School,Coed,Woongarrah ,-33.2424,151.4841
1583,Ironbark Ridge Public School,Primary School,Coed,Rouse Hill,-33.6874,150.9333
1584,Kellyville Ridge Public School,Primary School,Coed,Kellyville Ridge,-33.7054,150.924
1585,Sherwood Ridge Public School,Primary School,Coed,Kellyville ,-33.7067,150.9756
1586,Shell Cove Public School,Primary School,Coed,Shell Cove ,-34.5956,150.8575
1587,Ashtonfield Public School,Primary School,Coed,Ashtonfield ,-32.7724,151.6008
1588,North East Public School of Distance Education,Primary School,Coed,Port Macquarie ,-31.4299,152.9139
1589,Bourke-Walgett School of Distance Education,Primary School,Coed,Bourke ,-30.0936,145.9495
1590,Ropes Crossing Public School,Primary School,Coed,Ropes Crossing ,-33.7346,150.7811
1591,Elderslie Public School,Primary School,Coed,Elderslie,-34.0545,150.7218
1592,Middleton Grange Public School,Primary School,Coed,Middleton Grange,-33.9173,150.8482
1593,John Palmer Public School,Primary School,Coed,The Ponds ,-33.7089,150.9103
1594,Tullimbar Public School,Primary School,Coed,Tullimbar,-34.5759,150.7518
1595,Wilton Public School,Primary School,Coed,Wilton,-34.2298,150.6864
1596,Oran Park Public School,Primary School,Coed,Oran Park,-34.0087,150.7332
1597,Marie Bashir Public School,Primary School,Coed,Strathfield,-33.8752,151.0794
1598,Riverbank Public School,Primary School,Coed,The Ponds,-33.704,150.8995
1599,Lake Cathie Public School,Primary School,Coed,Lake Cathie,-31.5703,152.8261
1600,Victoria Avenue Public School,Primary School,Coed,Concord West,-33.8477,151.0834
1601,Anzac Park Public School,Primary School,Coed,Cammeray,-33.8266,151.2107
1602,Spring Farm Public School,Primary School,Coed,Spring Farm,-34.0696,150.715
1603,Arncliffe West Infants School,Infants School,Coed,Arncliffe ,-33.9318,151.1452
1604,Australia Street Infants School,Infants School,Coed,Newtown ,-33.8958,151.1776
1605,Canterbury South Public School,Primary School,Coed,Canterbury ,-33.9178,151.116
1606,Taverners Hill Infants School,Infants School,Coed,Petersham ,-33.889,151.1572
1607,Ferncourt Public School,Primary School,Coed,Marrickville ,-33.9214,151.1515
1608,Glen Innes West Infants School,Infants School,Coed,Glen Innes ,-29.7387,151.7239
1609,Harcourt Public School,Primary School,Coed,Campsie ,-33.909,151.0958
1610,Yeo Park Infants School,Infants School,Coed,Ashfield ,-33.9027,151.1301
1611,Merrylands East Public School,Primary School,Coed,Merrylands ,-33.842,150.9893
1612,Nillo Infants School,Infants School,Coed,Lorn,-32.7275,151.5596
1613,Russell Lea Infants School,Infants School,Coed,Five Dock ,-33.8614,151.1426
1614,Stanford Merthyr Infants School,Infants School,Coed,Stanford Merthyr ,-32.8234,151.4954
1615,Kyeemagh Infants School,Infants School,Coed,Rockdale ,-33.949,151.1623
1616,Bardwell Park Infants School,Infants School,Coed,Bardwell Park ,-33.9334,151.1255
1617,Casino West Public School,Primary School,Coed,Casino ,-28.8548,153.0368
1618,Sefton Infants School,Infants School,Coed,Sefton ,-33.8892,151.0096
1619,Hornsby South Public School,Primary School,Coed,Hornsby ,-33.7135,151.0952
1620,Hurstville Grove Infants School,Infants School,Coed,Penshurst ,-33.9731,151.0905
1621,Beauty Point Public School,Primary School,Coed,Mosman ,-33.812,151.2419
1622,Lansvale Public School,Primary School,Coed,Canley Vale ,-33.891,150.9536
1623,Granville East Public School,Primary School,Coed,Granville ,-33.8483,151.01
1624,Westlawn Public School,Primary School,Coed,Grafton ,-29.6707,152.9299
1625,Mount Lewis Infants School,Infants School,Coed,Greenacre ,-33.9161,151.0498
1626,Mulyan Public School,Primary School,Coed,Cowra ,-33.8224,148.6873
1627,Bankstown South Infants School,Infants School,Coed,Bankstown ,-33.9312,151.0384
1628,New Lambton Heights Infants School,Infants School,Coed,New Lambton Heights ,-32.9349,151.688
1629,Homebush West Public School,Primary School,Coed,Homebush West,-33.8665,151.0667
1630,Cardiff North Public School,Primary School,Coed,Cardiff ,-32.9378,151.6657
1631,Bletchington Public School,Primary School,Coed,Orange,-33.2685,149.1036
1632,Heathcote East Public School,Primary School,Coed,Heathcote ,-34.0821,151.0203
1633,School of the Air,Primary School,Coed,Broken Hill ,-31.9454,141.472
1634,Glenfield Park School,Schools for Specific Purposes,Coed,Glenfield ,-33.9679,150.8786
1635,Fisher Road School,Schools for Specific Purposes,Coed,Dee Why ,-33.7461,151.2875
1636,Cromehurst School,Schools for Specific Purposes,Coed,Lindfield ,-33.774,151.1722
1637,Rowland Hassall School,Schools for Specific Purposes,Coed,Parramatta,-33.8172,151.0107
1638,John Brotchie Nursery School,Other School,Coed,Botany ,-33.9426,151.1961
1639,Field of Mars Environmental Education Centre,Environmental Education Centre,Coed,East Ryde,-33.8161,151.1328
1640,Camden Park Environmental Education Centre,Environmental Education Centre,Coed,Menangle ,-34.12,150.7097
1641,Georges River Environmental Education Centre,Environmental Education Centre,Coed,Chipping Norton ,-33.9103,150.9615
1642,Putland School,Schools for Specific Purposes,Coed, Werrington,-33.7643,150.7504
1643,Dorchester School,Schools for Specific Purposes,Boys,Campbelltown ,-34.0885,150.8263
1644,Girrakool School,Schools for Specific Purposes,Boys,Kariong ,-33.4237,151.296
1645,Wetlands Environmental Education Centre,Environmental Education Centre,Coed,Shortland ,-32.8761,151.6961
1646,Tallowood School,Schools for Specific Purposes,Coed,Kellyville ,-33.7071,150.9522
1647,Green Square School,Schools for Specific Purposes,Coed,Waterloo ,-33.904,151.2031
1648,Royal Far West School,Schools for Specific Purposes,Coed,Manly ,-33.7985,151.2885
1649,Beverley Park School,Schools for Specific Purposes,Coed,Campbelltown ,-34.0622,150.8242
1650,Newcastle Senior School,Schools for Specific Purposes,Coed,Waratah,-32.9092,151.7234
1651,St George Hospital School,Schools for Specific Purposes,Coed,Kogarah,-33.9667,151.134
1652,Stewart House School,Schools for Specific Purposes,Coed,Harbord ,-33.7735,151.2913
1653,Centennial Park School,Schools for Specific Purposes,Coed,Randwick,-33.9106,151.2432
1654,St George School,Schools for Specific Purposes,Coed,Kogarah ,-33.9691,151.1375
1655,Broderick Gillawarna School,Schools for Specific Purposes,Coed,Revesby ,-33.9425,151.0159
1656,Arndell School,Schools for Specific Purposes,Coed,North Ryde ,-33.8032,151.1255
1657,Bridge Road School,Schools for Specific Purposes,Coed,Camperdown ,-33.8874,151.1752
1658,Royal Prince Alfred Hospital School,Schools for Specific Purposes,Coed,Camperdown,-33.8893,151.1803
1659,Royal North Shore Hospital School,Schools for Specific Purposes,Coed,St Leonards,-33.8207,151.1908
1660,Sydney Childrens Hospital School,Schools for Specific Purposes,Coed,Randwick,-33.9191,151.2391
1661,Sutherland Hospital School,Schools for Specific Purposes,Coed,Caringbah,-34.038,151.1146
1662,Bankstown Hospital School,Schools for Specific Purposes,Coed,Bankstown,-33.9334,151.0211
1663,Willans Hill School,Schools for Specific Purposes,Coed,Wagga Wagga ,-35.1263,147.3694
1664,Illawarra Hospital School,Schools for Specific Purposes,Coed,Wollongong,-34.4248,150.8839
1665,Liverpool Hospital School,Schools for Specific Purposes,Coed,Liverpool ,-33.9199,150.9311
1666,John Hunter Hospital School,Schools for Specific Purposes,Coed,New Lambton Heights ,-32.9214,151.6974
1667,Redbank School,Schools for Specific Purposes,Coed,Westmead ,-33.8008,150.9877
1668,Fowler Road School,Schools for Specific Purposes,Coed,Merrylands,-33.8415,150.9755
1669,Passfield Park School,Schools for Specific Purposes,Coed,Minto,-34.0272,150.8524
1670,Wangee Park School,Schools for Specific Purposes,Coed,Campsie,-33.9082,151.0959
1671,Bullimbal School,Schools for Specific Purposes,Coed,South Tamworth,-31.0754,150.9209
1672,Sunning Hill School,Schools for Specific Purposes,Girls,Lidcombe,-33.8869,151.0406
1673,Caldera School,Schools for Specific Purposes,Coed,Tweed Heads South,-28.2077,153.5388
1674,Casuarina School,Schools for Specific Purposes,Coed,Riverstone ,-33.6775,150.8663
1675,Cook School,Schools for Specific Purposes,Coed,Loftus ,-34.0417,151.0526
1676,Highlands School,Schools for Specific Purposes,Coed,Mittagong ,-34.455,150.4771
1677,Mian School,Schools for Specific Purposes,Coed,Dubbo,-32.2514,148.6066
1678,Naremburn School,Schools for Specific Purposes,Coed,Naremburn ,-33.8194,151.2003
1679,The Beach School,Schools for Specific Purposes,Coed,Allambie ,-33.772,151.2625
1680,Parry School,Schools for Specific Purposes,Coed,Tamworth,-31.0922,150.9169
1681,Karningul School,Schools for Specific Purposes,Coed,Regents Park ,-33.885,151.0238
1682,Wakefield School,Schools for Specific Purposes,Coed,Wakefield ,-32.9567,151.5644
1683,Verona School,Schools for Specific Purposes,Coed,Fairfield East ,-33.8682,150.9709
1684,Cairnsfoot School,Schools for Specific Purposes,Coed,Arncliffe ,-33.9321,151.1441
1685,Woniora Road School,Schools for Specific Purposes,Coed,Hurstville ,-33.971,151.1032
1686,Carenne School,Schools for Specific Purposes,Coed,Bathurst ,-33.426,149.5658
1687,William Rose School,Schools for Specific Purposes,Coed,Seven Hills ,-33.7691,150.9375
1688,Minerva School,Schools for Specific Purposes,Coed,Sutherland ,-34.035,151.0587
1689,Kurrambee School,Schools for Specific Purposes,Coed,Werrington ,-33.7664,150.7589
1690,Anson Street School,Schools for Specific Purposes,Coed,Orange ,-33.2965,149.0975
1691,Glenvale School,Schools for Specific Purposes,Coed,Narara ,-33.4066,151.3357
1692,Mainsbridge School,Schools for Specific Purposes,Coed,Liverpool ,-33.9258,150.9075
1693,Wairoa School,Schools for Specific Purposes,Coed,Bondi Beach ,-33.8866,151.2785
1694,Lawrence Hargrave School,Schools for Specific Purposes,Coed,Warwick Farm ,-33.9082,150.9353
1695,Holroyd School,Schools for Specific Purposes,Coed,Merrylands ,-33.8289,150.9817
1696,The Crescent School,Schools for Specific Purposes,Coed,Goulburn ,-34.7446,149.7106
1697,Coreen School,Schools for Specific Purposes,Coed,Blacktown ,-33.7732,150.911
1698,Halinda School,Schools for Specific Purposes,Coed,Whalan,-33.759,150.8071
1699,Niland School,Schools for Specific Purposes,Coed,Blackett ,-33.7368,150.8134
1700,Para Meadows School,Schools for Specific Purposes,Coed,North Wollongong ,-34.4112,150.8886
1701,Bates Drive School,Schools for Specific Purposes,Coed,Kareela ,-34.0222,151.0853
1702,Palm Avenue School,Schools for Specific Purposes,Coed,Westmead,-33.8026,150.9852
1703,Caroline Chisholm School,Schools for Specific Purposes,Coed,Padstow ,-33.9361,151.0252
1704,Wewak Street School,Schools for Specific Purposes,Coed,North Albury,-36.0585,146.9296
1705,Rivendell School,Schools for Specific Purposes,Coed,Concord West ,-33.8329,151.0984
1706,Clarke Road School,Schools for Specific Purposes,Coed,Hornsby,-33.7121,151.0956
1707,Arranounbai School,Schools for Specific Purposes,Coed,Frenchs Forest ,-33.7568,151.2413
1708,Peterborough School,Schools for Specific Purposes,Coed,Warilla,-34.556,150.855
1709,Wooglemai Environmental Education Centre,Environmental Education Centre,Coed,Oakdale ,-34.1346,150.4992
1710,Karonga School,Schools for Specific Purposes,Coed,Epping ,-33.7708,151.0606
1711,Gadara School,Schools for Specific Purposes,Coed,Tumut,-35.3167,148.2325
1712,Sir Eric Woodward Memorial School,Schools for Specific Purposes,Coed,St Ives ,-33.7196,151.1797
1713,Bournda Environmental Education Centre,Environmental Education Centre,Coed,Kalaru ,-36.7908,149.9271
1714,Thalgarrah Environmental Education Centre,Environmental Education Centre,Coed,Armidale ,-30.4479,151.8248
1715,Wambangalang Environmental Education Centre,Environmental Education Centre,Coed,Dubbo ,-32.488,148.5548
1716,Awabakal Environmental Education Centre,Environmental Education Centre,Coed,Dudley,-32.9906,151.7166
1717,Dorroughby Environmental Education Centre,Environmental Education Centre,Coed,Dorroughby ,-28.6566,153.3517
1718,Tangara School,Schools for Specific Purposes,Coed,Mittagong ,-34.4519,150.4694
1719,G S Kidd Memorial School,Schools for Specific Purposes,Coed,Gunnedah,-30.9917,150.2525
1720,Lakeside School,Schools for Specific Purposes,Coed,Gateshead,-32.9837,151.692
1721,Hunter River Community School,Schools for Specific Purposes,Coed,Metford,-32.765,151.6125
1722,The Hills School,Schools for Specific Purposes,Coed,Northmead ,-33.7797,151.004
1723,Wilson Park School,Schools for Specific Purposes,Coed,Lismore ,-28.8319,153.2933
1724,Longneck Lagoon Environmental Education Centre,Environmental Education Centre,Coed,Maraylya ,-33.5762,150.8928
1725,Royal National Park Environmental Education Centre,Environmental Education Centre,Coed,Audley Heights ,-34.0628,151.0577
1726,Brewongle Environmental Education Centre,Environmental Education Centre,Coed,Sackville North,-33.4817,150.8915
1727,Sandon Public School,Primary School,Coed,Armidale ,-30.4971,151.656
1728,Havenlee School,Schools for Specific Purposes,Coed,North Nowra,-34.8552,150.5763
1729,Kalinda School,Schools for Specific Purposes,Coed,Griffith,-34.2924,146.0378
1730,Newcastle Middle School,Schools for Specific Purposes,Coed,Waratah,-32.9094,151.7204
1731,Carinya School,Schools for Specific Purposes,Coed,Mortdale ,-33.9738,151.0822
1732,Newcastle Junior School,Schools for Specific Purposes,Coed,Hillsborough ,-32.9589,151.6802
1733,Shepherds Park School,Schools for Specific Purposes,Boys,Wagga Wagga ,-35.1301,147.3442
1734,Les Powell School,Schools for Specific Purposes,Coed,Mount Pritchard,-33.9043,150.9124
1735,Lucas Gardens School,Schools for Specific Purposes,Coed,Lakemba,-33.8689,151.1143
1736,Gibberagong Environmental Education Centre,Environmental Education Centre,Coed,Bobbin Head ,-33.6674,151.1417
1737,Mary Brooksbank School,Schools for Specific Purposes,Coed,Rosemeadow ,-34.0978,150.7927
1738,Five Islands School,Schools for Specific Purposes,Coed,Booragul,-32.9741,151.6117
1739,Gralee School,Schools for Specific Purposes,Coed,Leeton ,-34.5635,146.4122
1740,Cascade Environmental Education Centre,Environmental Education Centre,Coed,Cascade,-30.2335,152.7897
1741,Warrumbungle National Park Environmental Education Centre,Environmental Education Centre,Coed,Coonabarabran ,-31.2546,148.9811
1742,Riverina Environmental Education Centre,Environmental Education Centre,Coed,Wagga Wagga ,-35.1249,147.3168
1743,Campbell House School,Schools for Specific Purposes,Coed,Glenfield ,-33.9682,150.882
1744,Holman Place School,Schools for Specific Purposes,Coed,Cowra ,-33.8243,148.694
1745,Edgeware School,Schools for Specific Purposes,Coed,Hurlstone Park ,-33.9136,151.1313
1746,Kotara School,Schools for Specific Purposes,Coed,Kotara ,-32.9428,151.7004
1747,Rumbalara Environmental Education Centre,Environmental Education Centre,Coed,Gosford ,-33.4281,151.3475
1748,Botany Bay Environmental Education Centre,Environmental Education Centre,Coed,Kurnell ,-34.0037,151.2212
1749,Illawarra Environmental Education Centre,Environmental Education Centre,Coed,Dunmore,-34.6106,150.8548
1750,Kandeer School,Schools for Specific Purposes,Coed,North Albury,-36.0623,146.9279
1751,Observatory Hill Environmental Education Centre,Environmental Education Centre,Coed,Millers Point ,-33.8609,151.2048
1752,Ajuga School,Schools for Specific Purposes,Coed,Glenfield,-33.9695,150.878
1753,Budawang School,Schools for Specific Purposes,Coed,Ulladulla ,-35.3497,150.4713
1754,Wingham Public School,Primary School,Coed,Wingham,-31.8634,152.3502
1755,Red Hill Environmental Education Centre,Environmental Education Centre,Coed,Gulgong ,-32.3646,149.5363
1756,The Childrens Hospital School,Schools for Specific Purposes,Coed,Westmead ,-33.8022,150.9918
1757,Penrith Lakes Environmental Education Centre,Environmental Education Centre,Coed,Castlereagh,-33.7286,150.6865
1758,Lomandra School,Schools for Specific Purposes,Coed,Campbelltown ,-34.0617,150.8243
1759,Plumpton House School,Schools for Specific Purposes,Coed,Plumpton ,-33.7503,150.8407
1760,HopeTown School,Schools for Specific Purposes,Coed,Wyong ,-33.281,151.4486
1761,Induna School,Schools for Specific Purposes,Coed,South Grafton ,-29.7224,152.9464
1762,Lincoln School,Schools for Specific Purposes,Coed,Dubbo ,-32.2313,148.5784
1763,The Bidgee School,Schools for Specific Purposes,Coed,Wagga Wagga ,-35.1246,147.3642
1764,Canterbury Vale School,Schools for Specific Purposes,Coed,Lakemba ,-33.9157,151.0745
1765,North Gosford Learning Centre,Schools for Specific Purposes,Coed,North Gosford,-33.4169,151.3504
1766,Penrith Valley Learning Centre,Schools for Specific Purposes,Coed,Werrington,-33.7661,150.7567
1767,Barwon Learning Centre,Schools for Specific Purposes,Coed,Moree,-29.4821,149.8422
1768,Coffs Harbour Learning Centre,Schools for Specific Purposes,Coed,Boambee ,-30.3476,153.0718
1769,Woodberry Learning Centre,Schools for Specific Purposes,Coed,Woodberry,-32.7916,151.6712
1770,The Ponds School,Schools for Specific Purposes,Coed,The Ponds,-33.698,150.9116
1771,George Bass School,Schools for Specific Purposes,Coed,Bass Hill,-33.8988,150.995
1772,Canowindra Public School,Primary School,Coed,Canowindra,-33.5662,148.6649
1773,Carlingford Public School,Primary School,Coed,Carlingford ,-33.7801,151.0552
1774,Gloucester Public School,Primary School,Coed,Gloucester ,-32.0102,151.9611
1775,Manilla Central School,Central/Community School,Coed,Manilla ,-30.7509,150.7284
1776,Orange Public School,Primary School,Coed,Orange ,-33.2863,149.0966
1777,Plattsburg Public School,Primary School,Coed,Wallsend,-32.8964,151.6692
1778,Scone Public School,Primary School,Coed,Scone ,-32.0494,150.8639
1779,Dorrigo Public School,Primary School,Coed,Dorrigo ,-30.3431,152.7103
1780,Arncliffe Public School,Primary School,Coed,Arncliffe ,-33.9405,151.1476
1781,Auburn Public School,Primary School,Coed,Auburn,-33.854,151.033
1782,Balmain Public School,Primary School,Coed,Balmain,-33.8592,151.1834
