,school_name,level_of_schooling,school_gender,suburb,latitude,longitude
736,Wooli Public School,Primary School,Coed,Wooli ,-29.8709,153.2658
737,Parramatta North Public School,Primary School,Coed,North Parramatta,-33.804,151.0047
738,Parramatta West Public School,Primary School,Coed,Parramatta ,-33.8245,150.991
739,Paterson Public School,Primary School,Coed,Paterson ,-32.6023,151.6123
740,Paxton Public School,Primary School,Coed,Paxton ,-32.901,151.2846
741,Peak Hill Central School,Central/Community School,Coed,Peak Hill ,-32.7289,148.1921
742,Peakhurst Public School,Primary School,Coed,Peakhurst,-33.9554,151.0623
743,Peats Ridge Public School,Primary School,Coed,Peats Ridge,-33.3258,151.2328
744,Pelaw Main Public School,Primary School,Coed,Pelaw Main ,-32.8319,151.4847
745,Pennant Hills Public School,Primary School,Coed,Pennant Hills ,-33.7358,151.0681
746,West Pennant Hills Public School,Primary School,Coed,West Pennant Hills ,-33.7461,151.0505
747,Penrith Public School,Primary School,Coed,Penrith ,-33.7559,150.7044
748,Penrose Public School,Primary School,Coed,Penrose,-34.6697,150.2213
749,Penshurst Public School,Primary School,Coed,Penshurst ,-33.9626,151.0877
750,Perthville Public School,Primary School,Coed,Perthville ,-33.4911,149.55
751,Picton Public School,Primary School,Coed,Picton ,-34.1762,150.6093
752,Pilliga Public School,Primary School,Coed,Pilliga ,-30.3522,148.8891
753,Pitt Town Public School,Primary School,Coed,Pitt Town ,-33.5839,150.8596
754,Pleasant Hills Public School,Primary School,Coed, PLEASANT HILLS,-35.4665,146.7985
755,Plumpton Public School,Primary School,Coed,Plumpton ,-33.7492,150.8386
756,The Pocket Public School,Primary School,Coed,The Pocket,-28.5054,153.4791
757,Pomona Public School,Primary School,Coed,Pomona,-34.0257,141.8949
758,Port Kembla Public School,Primary School,Coed,Port Kembla ,-34.4861,150.9147
759,Portland Central School,Central/Community School,Coed,Portland,-33.3548,149.9797
760,Port Macquarie Public School,Primary School,Coed,Port Macquarie ,-31.4299,152.9139
761,Premer Public School,Primary School,Coed,Premer ,-31.4536,149.9005
762,Prestons Public School,Primary School,Coed,Prestons ,-33.9464,150.89
763,Pretty Beach Public School,Primary School,Coed,Pretty Beach,-33.528,151.35
764,Primbee Public School,Primary School,Coed,Primbee,-34.5014,150.8823
765,Punchbowl Public School,Primary School,Coed,Punchbowl,-33.9306,151.0559
766,Putney Public School,Primary School,Coed,Ryde ,-33.8246,151.111
767,Quaama Public School,Primary School,Coed,Quaama ,-36.4642,149.8671
768,Quakers Hill Public School,Primary School,Coed,Quakers Hill ,-33.7375,150.8853
769,Quambone Public School,Primary School,Coed,Quambone ,-30.9307,147.872
770,Quandialla Public School,Primary School,Coed,Quandialla ,-34.0104,147.7905
771,Queanbeyan Public School,Primary School,Coed,Queanbeyan ,-35.3575,149.2362
772,Leppington Public School,Primary School,Coed,Leppington,-33.9593,150.8109
773,Raglan Public School,Primary School,Coed,Raglan ,-33.428,149.6481
774,Rainbow Street Public School,Primary School,Coed,Randwick,-33.9246,151.2372
775,Raleigh Public School,Primary School,Coed,Raleigh ,-30.4501,153.0126
776,Rand Public School,Primary School,Coed,Rand ,-35.5961,146.5804
777,Rankins Springs Public School,Primary School,Coed,Rankins Springs ,-33.84,146.2582
778,Rappville Public School,Primary School,Coed,Rappville,-29.0858,152.9553
779,Raymond Terrace Public School,Primary School,Coed,Raymond Terrace ,-32.767,151.74
780,Redhead Public School,Primary School,Coed,Redhead ,-33.0116,151.7114
781,Red Range Public School,Primary School,Coed,Red Range,-29.7761,151.8974
782,Regents Park Public School,Primary School,Coed,Regents Park ,-33.8855,151.0247
783,Regentville Public School,Primary School,Coed,Regentville ,-33.7773,150.6683
784,Repton Public School,Primary School,Coed,Repton ,-30.446,153.029
785,Revesby Public School,Primary School,Coed,Revesby ,-33.9445,151.0172
786,Richmond North Public School,Primary School,Coed,North Richmond,-33.5806,150.7169
787,The Risk Public School,Primary School,Coed,The Risk ,-28.4769,152.934
788,Riverstone Public School,Primary School,Coed,Riverstone,-33.6784,150.871
789,Robertson Public School,Primary School,Coed,Robertson,-34.5896,150.5925
790,Rockdale Public School,Primary School,Coed,Rockdale ,-33.9526,151.1417
791,Rockley Public School,Primary School,Coed,Rockley ,-33.6919,149.5626
792,The Rock Central School,Central/Community School,Coed,The Rock ,-35.2663,147.1152
793,Whian Whian Public School,Primary School,Coed,Whian Whian ,-28.6382,153.3143
794,Rocky River Public School,Primary School,Coed,Uralla ,-30.6129,151.4918
795,Rollands Plains Upper Public School,Primary School,Coed,Rollands Plains ,-31.2393,152.6318
796,Rosebank Public School,Primary School,Coed,Rosebank ,-28.6783,153.3883
797,Rose Bay Public School,Primary School,Coed,Rose Bay ,-33.873,151.271
798,Roseville Public School,Primary School,Coed,Roseville ,-33.7819,151.1887
799,Rosewood Public School,Primary School,Coed,Rosewood ,-35.6702,147.8608
800,Ross Hill Public School,Primary School,Coed,Inverell,-29.7702,151.1031
801,Rossmore Public School,Primary School,Coed,Rossmore ,-33.9465,150.7709
802,Rous Public School,Primary School,Coed,Alstonville ,-28.8707,153.4066
803,Rouse Hill Public School,Primary School,Coed,Rouse Hill ,-33.6792,150.921
804,Rugby Public School,Primary School,Coed,Rugby ,-34.3922,148.9927
805,Rukenvale Public School,Primary School,Coed,Rukenvale ,-28.4683,152.8944
806,Rydalmere Public School,Primary School,Coed,Rydalmere,-33.8143,151.0447
807,Ryde Public School,Primary School,Coed,Ryde,-33.8126,151.108
808,North Ryde Public School,Primary School,Coed,North Ryde ,-33.7948,151.12
809,West Ryde Public School,Primary School,Coed,West Ryde ,-33.8084,151.0851
810,Rye Park Public School,Primary School,Coed,Rye Park ,-34.5216,148.9066
811,Rylstone Public School,Primary School,Coed,Rylstone,-32.7956,149.9729
812,St Johns Park Public School,Primary School,Coed,St Johns Park ,-33.8872,150.8993
813,St Marys Public School,Primary School,Coed,St Marys ,-33.7684,150.7706
814,St Peters Public School,Primary School,Coed,St Peters ,-33.913,151.1767
815,Salt Ash Public School,Primary School,Coed,Salt Ash,-32.7878,151.9039
816,Sans Souci Public School,Primary School,Coed,Sans Souci ,-33.995,151.1292
817,Savernake Public School,Primary School,Coed,Savernake,-35.7322,146.0476
818,Sawtell Public School,Primary School,Coed,Sawtell ,-30.3633,153.0976
819,Scarborough Public School,Primary School,Coed,Scarborough ,-34.2662,150.966
820,Schofields Public School,Primary School,Coed,Schofields ,-33.6931,150.8752
821,Seaham Public School,Primary School,Coed,Seaham ,-32.6621,151.7294
822,Seven Hills North Public School,Primary School,Coed,Seven Hills ,-33.76,150.955
823,Shellharbour Public School,Primary School,Coed,Shellharbour ,-34.579,150.8651
824,Shortland Public School,Primary School,Coed,Shortland ,-32.8814,151.6951
825,Singleton Public School,Primary School,Coed,Singleton ,-32.5631,151.1718
826,Smithfield Public School,Primary School,Coed,Smithfield ,-33.8536,150.9335
827,Smithtown Public School,Primary School,Coed,Smithtown ,-31.0182,152.9414
828,Sofala Public School,Primary School,Coed,Sofala ,-33.0822,149.6952
829,Somersby Public School,Primary School,Coed,Gosford ,-33.3584,151.2913
830,Somerton Public School,Primary School,Coed,Somerton ,-30.9384,150.6416
831,South West Rocks Public School,Primary School,Coed,South West Rocks,-30.8915,153.0399
832,Spring Hill Public School,Primary School,Coed,Spring Hill ,-33.3996,149.1513
833,Spring Ridge Public School,Primary School,Coed,Spring Ridge ,-31.3924,150.2547
834,Spring Terrace Public School,Primary School,Coed,Spring Terrace,-33.394,149.0974
835,Springwood Public School,Primary School,Coed,Springwood ,-33.7046,150.5735
836,Stanwell Park Public School,Primary School,Coed,Stanwell Park ,-34.2287,150.9845
837,Warrawong Public School,Primary School,Coed,Warrawong,-34.4814,150.8779
838,Stockinbingal Public School,Primary School,Coed,Stockinbingal ,-34.4976,147.8831
839,Stockton Public School,Primary School,Coed,Stockton ,-32.911,151.7811
840,Stokers Siding Public School,Primary School,Coed,Stokers Siding ,-28.3938,153.4044
841,Stratford Public School,Primary School,Coed,Stratford ,-32.1169,151.9392
842,Stratheden Public School,Primary School,Coed,Stratheden ,-28.7557,152.9372
843,Strathfield North Public School,Primary School,Coed,North Strathfield ,-33.8545,151.092
844,Strathfield South Public School,Primary School,Coed,Enfield ,-33.8908,151.0847
845,Stroud Public School,Primary School,Coed,Stroud ,-32.4025,151.9642
846,Stroud Road Public School,Primary School,Coed,Stroud Road ,-32.348,151.9324
847,Stuart Town Public School,Primary School,Coed,Stuart Town ,-32.8026,149.0683
848,Summer Hill Public School,Primary School,Coed,Summer Hill ,-33.8958,151.1358
849,Sutherland Public School,Primary School,Coed,Sutherland,-34.033,151.0591
850,Sutton Public School,Primary School,Coed,Sutton ,-35.1656,149.255
851,Swansea Public School,Primary School,Coed,Swansea ,-33.0841,151.6363
852,Sylvania Public School,Primary School,Coed,Sylvania ,-34.0081,151.1121
853,Tabulam Public School,Primary School,Coed,Tabulam,-28.8886,152.5687
854,Tacoma Public School,Primary School,Coed,Tacoma ,-33.283,151.4589
855,Tahmoor Public School,Primary School,Coed,Tahmoor ,-34.2277,150.5889
856,Tallimba Public School,Primary School,Coed,Tallimba ,-33.9936,146.8778
857,Tallong Public School,Primary School,Coed,Tallong,-34.7215,150.0833
858,Tambar Springs Public School,Primary School,Coed,Tambar Springs ,-31.3484,149.8279
859,Tamworth Public School,Primary School,Coed,Tamworth ,-31.0847,150.9353
860,Tamworth West Public School,Primary School,Coed,West Tamworth ,-31.0916,150.9206
861,Tanja Public School,Primary School,Coed,Tanja ,-36.6403,149.9751
862,Tarago Public School,Primary School,Coed,Tarago ,-35.0677,149.6548
863,Taralga Public School,Primary School,Coed,Taralga ,-34.398,149.821
864,Tarcutta Public School,Primary School,Coed,Tarcutta ,-35.2793,147.7383
865,Taree Public School,Primary School,Coed,Taree ,-31.9109,152.4622
866,Taren Point Public School,Primary School,Coed,Taren Point,-34.0181,151.1227
867,Tathra Public School,Primary School,Coed,Tathra ,-36.7328,149.9796
868,Tea Gardens Public School,Primary School,Coed,Tea Gardens ,-32.6678,152.158
869,Telegraph Point Public School,Primary School,Coed,Telegraph Point ,-31.3341,152.7931
870,Temora Public School,Primary School,Coed,Temora ,-34.4448,147.5353
871,Tenambit Public School,Primary School,Coed,Tenambit ,-32.7425,151.6049
872,The Sir Henry Parkes Memorial Public School,Primary School,Coed,Tenterfield,-29.0561,152.0261
873,Teralba Public School,Primary School,Coed,Teralba ,-32.9625,151.606
874,Terara Public School,Primary School,Coed,Terara ,-34.8666,150.6304
875,Terranora Public School,Primary School,Coed,Terranora ,-28.2402,153.4993
876,Terrey Hills Public School,Primary School,Coed,Terrey Hills ,-33.6857,151.2226
877,Terrigal Public School,Primary School,Coed,Terrigal ,-33.4424,151.4382
878,Tharbogang Public School,Primary School,Coed,Tharbogang ,-34.2616,145.9849
879,Thirlmere Public School,Primary School,Coed,Thirlmere ,-34.2048,150.5693
880,Thirroul Public School,Primary School,Coed,Thirroul,-34.3152,150.9187
881,Thornton Public School,Primary School,Coed,Thornton ,-32.7794,151.6395
882,Thurgoona Public School,Primary School,Coed,Thurgoona ,-36.0473,146.9833
883,Tibooburra Outback Public School,Primary School,Coed,Tibooburra ,-29.4321,142.0102
884,Tighes Hill Public School,Primary School,Coed,Tighes Hill ,-32.9081,151.7513
885,Central Tilba Public School,Primary School,Coed,Central Tilba ,-36.3157,150.0719
886,Tingha Public School,Primary School,Coed,Tingha ,-29.9591,151.2136
887,Tinonee Public School,Primary School,Coed,Tinonee ,-31.9329,152.4136
888,Tintinhull Public School,Primary School,Coed,Kootingal ,-31.0857,151.0084
889,Tirranna Public School,Primary School,Coed,Goulburn ,-34.8215,149.6821
890,Tocumwal Public School,Primary School,Coed,Tocumwal,-35.8139,145.5688
891,Tomerong Public School,Primary School,Coed,Tomerong ,-35.055,150.5872
892,Tooleybuc Central School,Central/Community School,Coed,Tooleybuc ,-35.0266,143.3381
893,Main Arm Upper Public School,Primary School,Coed,Upper Main Arm,-28.4985,153.4124
894,Toomelah Public School,Primary School,Coed,Boggabilla ,-28.6709,150.479
895,Toongabbie Public School,Primary School,Coed,Toongabbie ,-33.7872,150.9667
896,Tooraweenah Public School,Primary School,Coed,Tooraweenah ,-31.4348,148.9122
897,Toronto Public School,Primary School,Coed,Toronto ,-33.0083,151.5948
898,Tottenham Central School,Central/Community School,Coed,Tottenham ,-32.2456,147.3521
899,Toukley Public School,Primary School,Coed,Toukley ,-33.2678,151.5503
900,Towamba Public School,Primary School,Coed,Towamba ,-37.0842,149.6952
901,Trangie Central School,Central/Community School,Coed,Trangie ,-32.0325,147.9793
902,Tregeagle Public School,Primary School,Coed,Tregeagle,-28.8541,153.3544
903,Trundle Central School,Central/Community School,Coed,Trundle ,-32.9254,147.7092
904,Trunkey Public School,Primary School,Coed,Trunkey Creek,-33.8165,149.3262
905,Tucabia Public School,Primary School,Coed,Tucabia ,-29.6667,153.1066
906,Tuggerah Public School,Primary School,Coed,Tuggerah,-33.313,151.4156
907,Tullamore Central School,Central/Community School,Coed,Tullamore,-32.6368,147.566
908,Tullibigeal Central School,Central/Community School,Coed,Tullibigeal ,-33.4229,146.7227
909,Tumbarumba Public School,Primary School,Coed,Tumbarumba ,-35.7763,148.0138
910,Tumbulgum Public School,Primary School,Coed,Tumbulgum ,-28.274,153.4634
911,Tumut Public School,Primary School,Coed,Tumut,-35.3024,148.2186
912,Tuntable Creek Public School,Primary School,Coed,Tuntable Creek ,-28.6318,153.2662
913,Turramurra North Public School,Primary School,Coed,North Turramurra ,-33.7147,151.1478
914,Tweed Heads Public School,Primary School,Coed,Tweed Heads,-28.1695,153.5416
915,Tyalgum Public School,Primary School,Coed,Tyalgum ,-28.3545,153.205
916,Uki Public School,Primary School,Coed,Uki,-28.415,153.3343
917,Ulan Public School,Primary School,Coed,Ulan ,-32.2821,149.7435
918,Ulladulla Public School,Primary School,Coed,Ulladulla ,-35.3552,150.4694
919,Ulmarra Public School,Primary School,Coed,Ulmarra,-29.629,153.0309
920,Ulong Public School,Primary School,Coed,Ulong ,-30.243,152.8849
921,Ultimo Public School,Primary School,Coed,Ultimo ,-33.8777,151.1956
922,Unanderra Public School,Primary School,Coed,Cordeaux Heights ,-34.4455,150.8347
923,Undercliffe Public School,Primary School,Coed,Earlwood ,-33.9241,151.1386
924,Ungarie Central School,Central/Community School,Coed,Ungarie,-33.6371,146.978
925,Urana Public School,Primary School,Coed,Urana ,-35.3275,146.2671
926,Urbenville Public School,Primary School,Coed,Urbenville ,-28.4735,152.5456
927,Urunga Public School,Primary School,Coed,Urunga ,-30.4952,153.0204
928,Vacy Public School,Primary School,Coed,Vacy ,-32.5422,151.5776
929,Vaucluse Public School,Primary School,Coed,Vaucluse ,-33.8505,151.2812
930,Carramar Public School,Primary School,Coed,Carramar ,-33.8855,150.9692
931,Vineyard Public School,Primary School,Coed,Vineyard ,-33.6474,150.8579
932,Wagga Wagga Public School,Primary School,Coed,Wagga Wagga ,-35.1078,147.3658
933,North Wagga Public School,Primary School,Coed,Wagga Wagga,-35.0962,147.3795
934,South Wagga Public School,Primary School,Coed,Wagga Wagga,-35.1193,147.3668
935,Waitara Public School,Primary School,Coed,Wahroonga ,-33.7081,151.1116
936,Wakool Burraboi Public School,Primary School,Coed,Wakool,-35.4663,144.3931
937,Walbundrie Public School,Primary School,Coed,Walbundrie ,-35.6874,146.7268
938,Walcha Central School,Central/Community School,Coed,Walcha ,-30.9818,151.6042
939,Walgett Community College - Primary School,Primary School,Coed,Walgett ,-30.0203,148.1157
940,Walhallow Public School,Primary School,Coed,Caroona,-31.3951,150.4262
941,Wallabadah Public School,Primary School,Coed,Wallabadah,-31.541,150.8283
942,Wallacia Public School,Primary School,Coed,Wallacia,-33.8627,150.6416
943,Walla Walla Public School,Primary School,Coed,Walla Walla ,-35.758,146.9006
944,Wallendbeen Public School,Primary School,Coed,Wallendbeen ,-34.5252,148.1592
945,Wallerawang Public School,Primary School,Coed,Wallerawang ,-33.4177,150.0698
946,Wallsend Public School,Primary School,Coed,Wallsend,-32.9081,151.6716
947,West Wallsend Public School,Primary School,Coed,West Wallsend ,-32.9046,151.5807
948,Wamoon Public School,Primary School,Coed,Leeton,-34.526,146.3309
949,Wanaaring Public School,Primary School,Coed,Wanaaring ,-29.7053,144.1455
950,Wangi Wangi Public School,Primary School,Coed,Wangi Wangi ,-33.0723,151.583
951,Waratah Public School,Primary School,Coed,Waratah,-32.905,151.7226
952,Wardell Public School,Primary School,Coed,Wardell ,-28.9503,153.4688
953,Warialda Public School,Primary School,Coed,Warialda ,-29.5418,150.5736
954,Warners Bay Public School,Primary School,Coed,Warners Bay,-32.98,151.6486
955,Warrawee Public School,Primary School,Coed,Turramurra,-33.7295,151.1212
956,Warren Central School,Central/Community School,Coed,Warren ,-31.7051,147.8365
957,Waterfall Public School,Primary School,Coed,Waterfall ,-34.1376,150.996
958,Wattle Flat Public School,Primary School,Coed,Wattle Flat ,-33.1415,149.6927
959,Wauchope Public School,Primary School,Coed,Wauchope ,-31.4559,152.7295
960,Wee Jasper Public School,Primary School,Coed,Wee Jasper ,-35.1088,148.6738
961,Weethalle Public School,Primary School,Coed,Weethalle ,-33.88,146.6193
962,Wee Waa Public School,Primary School,Coed,Wee Waa ,-30.2236,149.4426
963,Wellington Public School,Primary School,Coed,Wellington ,-32.5569,148.9434
964,Wentworth Public School,Primary School,Coed,Wentworth,-34.1032,141.9187
965,Wentworth Falls Public School,Primary School,Coed,Wentworth Falls ,-33.7141,150.3735
966,Wentworthville Public School,Primary School,Coed,Wentworthville,-33.814,150.9686
967,Werris Creek Public School,Primary School,Coed,Werris Creek,-31.3489,150.6515
968,Westdale Public School,Primary School,Coed,Westdale ,-31.0937,150.8739
969,Weston Public School,Primary School,Coed,Weston ,-32.809,151.461
970,White Cliffs Public School,Primary School,Coed,White Cliffs ,-30.8509,143.0903
971,Whitton-Murrami Public School,Primary School,Coed,Whitton ,-34.5189,146.1812
972,Wiangaree Public School,Primary School,Coed,Wiangaree,-28.5114,152.9655
973,Wilberforce Public School,Primary School,Coed,Wilberforce ,-33.5587,150.8398
974,Wilcannia Central School,Central/Community School,Coed,Wilcannia ,-31.5585,143.3759
975,Willawarrin Public School,Primary School,Coed,Willawarrin,-30.9257,152.6255
976,Willoughby Public School,Primary School,Coed,Willoughby,-33.8022,151.2001
977,Willow Tree Public School,Primary School,Coed,Willow Tree,-31.6568,150.729
978,Athelstane Public School,Primary School,Coed,Arncliffe ,-33.9374,151.1384
979,Wilsons Creek Public School,Primary School,Coed,Mullumbimby ,-28.5708,153.4262
980,Windellama Public School,Primary School,Coed,Goulburn,-35.01,149.8335
981,Windsor Public School,Primary School,Coed,Windsor ,-33.6104,150.8164
982,Wingello Public School,Primary School,Coed,Wingello ,-34.6882,150.1535
983,Wisemans Ferry Public School,Primary School,Coed,Wisemans Ferry ,-33.386,150.9841
984,Wollar Public School,Primary School,Coed,Wollar ,-32.3565,149.9489
985,Wollongbar Public School,Primary School,Coed,Wollongbar ,-28.827,153.4201
986,Wollongong West Public School,Primary School,Coed,Wollongong ,-34.4246,150.8715
987,Wolumla Public School,Primary School,Coed,Wolumla ,-36.8327,149.8117
988,Wombat Public School,Primary School,Coed,Wombat ,-34.4266,148.2452
989,Wongarbon Public School,Primary School,Coed,Wongarbon,-32.3336,148.7591
990,Woodburn Public School,Primary School,Coed,Woodburn ,-29.0754,153.3393
991,Woodenbong Central School,Central/Community School,Coed,Woodenbong ,-28.3897,152.6102
992,Woodstock Public School,Primary School,Coed,Woodstock ,-33.7459,148.849
993,Woolbrook Public School,Primary School,Coed,Woolbrook ,-30.9702,151.3446
994,Woolgoolga Public School,Primary School,Coed,Woolgoolga ,-30.1127,153.1965
995,Borenore Public School,Primary School,Coed,Borenore,-33.251,148.9842
996,Woolomin Public School,Primary School,Coed,Woolomin ,-31.3018,151.1481
997,Woonona Public School,Primary School,Coed,Woonona ,-34.3456,150.9068
998,Wyalong Public School,Primary School,Coed,Wyalong ,-33.9239,147.2421
999,West Wyalong Public School,Primary School,Coed,West Wyalong ,-33.9185,147.2041
1000,Wyangala Dam Public School,Primary School,Coed,Wyangala,-33.967,148.9472
1001,Wyee Public School,Primary School,Coed,Wyee ,-33.1748,151.483
1002,Wyndham Public School,Primary School,Coed,Wyndham ,-36.9296,149.6466
1003,Wyong Public School,Primary School,Coed,Wyong ,-33.2719,151.4262
1004,Wyong Creek Public School,Primary School,Coed,Wyong Creek,-33.2671,151.3481
1005,Wyrallah Public School,Primary School,Coed,Wyrallah ,-28.8904,153.3057
1006,Yamba Public School,Primary School,Coed,Yamba ,-29.4395,153.3531
1007,Table Top Public School,Primary School,Coed,Table Top ,-35.9676,147.0073
1008,Yanco Public School,Primary School,Coed,Yanco ,-34.5979,146.4112
1009,Yanderra Public School,Primary School,Coed,Yanderra ,-34.3205,150.5712
1010,Yarrowitch Public School,Primary School,Coed,Yarrowitch ,-31.2506,151.9482
1011,Yass Public School,Primary School,Coed,Yass ,-34.8376,148.9069
1012,Yenda Public School,Primary School,Coed,Yenda ,-34.2524,146.1983
1013,Yeoval Central School,Central/Community School,Coed,Yeoval,-32.7544,148.6497
1014,Yerong Creek Public School,Primary School,Coed,Yerong Creek ,-35.3868,147.061
1015,Yetman Public School,Primary School,Coed,Yetman ,-28.9022,150.7763
1016,Yoogali Public School,Primary School,Coed,Yoogali ,-34.2997,146.0862
1017,Young Public School,Primary School,Coed,Young ,-34.3214,148.2902
1018,Edgeworth Public School,Primary School,Coed,Edgeworth,-32.9229,151.6204
1019,Zig Zag Public School,Primary School,Coed,Lithgow ,-33.4661,150.1828
1020,Pottsville Beach Public School,Primary School,Coed,Pottsville ,-28.3776,153.5678
1021,Rowena Public School,Primary School,Coed,Rowena ,-29.8139,148.9125
1022,Dubbo West Public School,Primary School,Coed,Dubbo ,-32.2519,148.5883
1023,Oyster Bay Public School,Primary School,Coed,Oyster Bay ,-34.0078,151.0807
1024,Louth Public School,Primary School,Coed,Louth ,-30.5358,145.1179
1025,Kemps Creek Public School,Primary School,Coed,Kemps Creek ,-33.8828,150.7903
1026,Enngonia Public School,Primary School,Coed,Enngonia ,-29.3189,145.8445
1027,Fairfield Heights Public School,Primary School,Coed,Fairfield,-33.8661,150.9403
1028,Scotts Head Public School,Primary School,Coed,Scotts Head ,-30.7499,152.9952
1029,Afterlee Public School,Primary School,Coed,Afterlee,-28.5823,152.8179
1030,Stuarts Point Public School,Primary School,Coed,Stuarts Point ,-30.8188,152.9937
1031,Sussex Inlet Public School,Primary School,Coed,Sussex Inlet,-35.1673,150.5842
1032,Cronulla South Public School,Primary School,Coed,Cronulla ,-34.0661,151.1542
1033,St Georges Basin Public School,Primary School,Coed,Basin View ,-35.0907,150.5639
1034,Warwick Farm Public School,Primary School,Coed,Warwick Farm,-33.9096,150.9294
1035,Oxley Vale Public School,Primary School,Coed,Tamworth,-31.0588,150.895
1036,Soldiers Point Public School,Primary School,Coed,Soldiers Point,-32.71,152.0654
1037,Chester Hill Public School,Primary School,Coed,Chester Hill ,-33.8856,151.0016
1038,Georges Hall Public School,Primary School,Coed,Georges Hall ,-33.9124,150.9922
1039,South Coogee Public School,Primary School,Coed,South Coogee,-33.9333,151.2541
1040,Croppa Creek Public School,Primary School,Coed,Croppa Creek ,-29.1252,150.3094
1041,Annangrove Public School,Primary School,Coed,Annangrove ,-33.6674,150.9525
1042,Woronora River Public School,Primary School,Coed,Woronora,-34.0266,151.0411
1043,Balgowlah Heights Public School,Primary School,Coed,Balgowlah ,-33.806,151.2588
1044,Goulburn West Public School,Primary School,Coed,Goulburn ,-34.7592,149.7007
1045,Riverwood Public School,Primary School,Coed,Riverwood ,-33.9472,151.0466
1046,Warragamba Public School,Primary School,Coed,Warragamba,-33.8909,150.6054
1047,Belrose Public School,Primary School,Coed,Belrose ,-33.7272,151.2166
1048,Upper Coopers Creek Public School,Primary School,Coed,Upper Coopers Creek ,-28.6071,153.4019
1049,Wiripaang Public School,Primary School,Coed,Gateshead ,-32.9842,151.6914
1050,Bundeena Public School,Primary School,Coed,Bundeena,-34.0868,151.1524
1051,Pymble Public School,Primary School,Coed,Pymble,-33.7323,151.1411
1052,Condell Park Public School,Primary School,Coed,Bankstown ,-33.9255,151.0137
1053,Avalon Public School,Primary School,Coed,Avalon Beach,-33.6394,151.3267
1054,Bald Face Public School,Primary School,Coed,Blakehurst ,-33.9968,151.1069
1055,Hamilton South Public School,Primary School,Coed,Merewether ,-32.9334,151.7535
1056,Lugarno Public School,Primary School,Coed,Lugarno ,-33.985,151.0447
1057,Oatley West Public School,Primary School,Coed,Oatley,-33.979,151.0655
1058,New Lambton South Public School,Primary School,Coed,New Lambton ,-32.9315,151.7176
1059,Chullora Public School,Primary School,Coed,Greenacre ,-33.8954,151.0602
1060,Tarrawanna Public School,Primary School,Coed,Tarrawanna ,-34.3808,150.8902
1061,Sutherland North Public School,Primary School,Coed,Sutherland ,-34.0268,151.0671
1062,Bathurst West Public School,Primary School,Coed,Bathurst ,-33.411,149.5598
1063,Gwynneville Public School,Primary School,Coed,Gwynneville ,-34.4172,150.8794
1064,Narraweena Public School,Primary School,Coed,Dee Why ,-33.7492,151.2736
1065,Jannali Public School,Primary School,Coed,Jannali,-34.0179,151.0609
1066,Ramsgate Public School,Primary School,Coed,Ramsgate ,-33.9814,151.1436
1067,Chalmers Road School,Schools for Specific Purposes,Coed,Strathfield ,-33.8796,151.0816
1068,Wahroonga Public School,Primary School,Coed,Wahroonga ,-33.7156,151.1285
1069,Parramatta East Public School,Primary School,Coed,Parramatta ,-33.8061,151.0178
1070,Melrose Park Public School,Primary School,Coed,West Ryde ,-33.8148,151.0719
1071,Bathurst South Public School,Primary School,Coed,Bathurst ,-33.433,149.5689
1072,Wallsend South Public School,Primary School,Coed,Wallsend ,-32.9201,151.6752
1073,Hazelbrook Public School,Primary School,Coed,Hazelbrook ,-33.7266,150.4594
1074,Turramurra Public School,Primary School,Coed,Turramurra ,-33.7453,151.1143
1075,Wyrallah Road Public School,Primary School,Coed,Lismore ,-28.8303,153.2933
1076,Oak Flats Public School,Primary School,Coed,Oak Flats ,-34.5626,150.8176
1077,Denistone East Public School,Primary School,Coed,Eastwood ,-33.7943,151.0966
1078,Meadowbank Public School,Primary School,Coed,Ryde ,-33.8178,151.0977
1079,Uralla Central School,Central/Community School,Coed,Uralla ,-30.6415,151.4944
1080,Towradgi Public School,Primary School,Coed,Fairy Meadow,-34.3889,150.9
1081,Lake Illawarra South Public School,Primary School,Coed,Lake Illawarra,-34.5395,150.8593
1082,Yagoona Public School,Primary School,Coed,Yagoona ,-33.9092,151.0267
1083,Wattle Grove Public School,Primary School,Coed,Wattle Grove ,-33.9587,150.9375
1084,Greenwell Point Public School,Primary School,Coed,Greenwell Point ,-34.9074,150.7304
1085,Dobroyd Point Public School,Primary School,Coed,Haberfield ,-33.8744,151.1407
1086,Kahibah Public School,Primary School,Coed,Kahibah ,-32.9649,151.7136
1087,Narwee Public School,Primary School,Coed,Narwee ,-33.9482,151.0686
1088,Muswellbrook South Public School,Primary School,Coed,Muswellbrook ,-32.2742,150.8919
1089,Corrimal East Public School,Primary School,Coed,Corrimal,-34.378,150.9065
1090,Mount St Thomas Public School,Primary School,Coed,Wollongong ,-34.4369,150.87
1091,Tamworth South Public School,Primary School,Coed,Tamworth ,-31.1051,150.9117
1092,Westmead Public School,Primary School,Coed,Westmead ,-33.8102,150.9853
1093,Mount Colah Public School,Primary School,Coed,Mount Colah ,-33.6729,151.1157
1094,McCallums Hill Public School,Primary School,Coed,Roselands,-33.9349,151.0848
1095,Cooma North Public School,Primary School,Coed,Cooma North ,-36.2179,149.1306
1096,Windale Public School,Primary School,Coed,Windale ,-32.9924,151.6783
1097,Cardiff South Public School,Primary School,Coed,Cardiff South,-32.9531,151.6652
